test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,short,1,77.5,92.2,296.9,141,23,1.6,9.4,0,74,2056.0,15518.9,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,short,2,76.9,92.4,299.2,141,23,1.59,9.4,0,74,2056.0,15519.1,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,short,3,76.7,91.3,300.0,141,23,1.61,9.4,0,74,2056.0,15519.2,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,long,1,203.1,120.1,674.6,658,137,5.67,9.4,0,400,243.6,15519.6,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,long,2,222.2,120.1,616.6,658,137,5.69,9.4,0,400,243.6,15519.7,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,long,3,216.4,119.9,633.0,658,137,5.7,9.4,0,400,243.6,15519.7,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,code,1,722.0,91.8,1040.2,512,751,6.29,9.4,0,182,755.5,15520.0,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,code,2,748.3,91.5,1003.7,512,751,6.33,9.4,0,182,755.5,15520.0,0.0,0.6.3,,
H3_Q4_1,Holo3.1 mlx-vlm 4bit,Holo3.1,mlx-vlm,MLX,4bit,default,code,3,748.7,92.2,1003.1,512,751,6.29,9.4,0,182,755.5,15520.0,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,short,1,78.4,85.8,293.5,147,23,1.78,9.2,0,71,1614.4,13556.3,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,short,2,78.9,80.7,291.4,147,23,1.89,9.2,0,71,1614.4,13556.3,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,short,3,78.4,85.4,293.4,147,23,1.79,9.2,0,71,1614.4,13556.5,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,long,1,228.2,100.9,600.2,653,137,6.69,9.2,0,414,226.3,13584.0,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,long,2,250.9,104.9,546.0,653,137,6.47,9.2,0,414,226.3,13584.0,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,long,3,244.9,101.5,559.5,653,137,6.67,9.2,0,414,226.3,13584.0,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,code,1,806.7,82.7,930.9,512,751,6.99,9.2,0,187,776.1,13584.5,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,code,2,820.3,79.0,915.5,512,751,7.28,9.2,0,187,776.1,13584.5,0.0,0.6.3,,
H3_Q4_2,Holo3.1 mlx-vlm 4bit kv4,Holo3.1,mlx-vlm,MLX,4bit,kv4,code,3,851.3,81.8,882.2,512,751,7.1,9.2,0,187,776.1,13584.5,0.0,0.6.3,,
