test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
G_1,Qwen3.5 oMLX 4bit,omlx,MLX,4bit,ssd-paged,short,1,87.6,69.9,262.7,281,23,4.09,4.2,0,148,11269.9,8233.4,0.0,,
G_1,Qwen3.5 oMLX 4bit,omlx,MLX,4bit,ssd-paged,short,2,94.6,62.0,243.3,281,23,4.61,4.2,0,148,11269.9,8233.4,0.0,,
G_1,Qwen3.5 oMLX 4bit,omlx,MLX,4bit,ssd-paged,short,3,88.4,66.7,260.3,281,23,4.28,4.2,0,148,11269.9,8233.4,0.0,,
G_1,Qwen3.5 oMLX 4bit,omlx,MLX,4bit,ssd-paged,code,1,598.4,68.5,1255.1,512,751,8.06,4.2,0,251,566.0,7742.7,0.0,,
G_1,Qwen3.5 oMLX 4bit,omlx,MLX,4bit,ssd-paged,code,2,577.4,68.9,1300.6,512,751,7.99,4.2,0,251,566.0,7747.8,0.0,,
G_1,Qwen3.5 oMLX 4bit,omlx,MLX,4bit,ssd-paged,code,3,810.4,66.0,926.7,512,751,8.55,4.2,0,251,566.0,7747.8,0.0,,
G_CTX_1,Qwen3.5 oMLX 4bit ctx,omlx,MLX,4bit,ssd-paged,context-32k,1,2175.4,50.7,15006.3,512,32645,12.25,6.2,0,245,56483.6,3434.7,0.0,,
G_CTX_1,Qwen3.5 oMLX 4bit ctx,omlx,MLX,4bit,ssd-paged,context-32k,2,2498.2,46.6,13067.6,512,32645,13.46,6.2,0,245,56483.6,3434.7,0.0,,
G_CTX_1,Qwen3.5 oMLX 4bit ctx,omlx,MLX,4bit,ssd-paged,context-32k,3,2565.8,50.4,12723.1,512,32645,12.71,6.2,0,245,56483.6,3434.7,0.0,,
G_2,Coder oMLX 4bit,omlx,MLX,4bit,ssd-paged,short,1,332.2,58.2,69.2,235,23,4.35,6.1,0,138,82440.0,454.3,0.0,,
G_2,Coder oMLX 4bit,omlx,MLX,4bit,ssd-paged,short,2,265.4,53.2,86.7,235,23,4.66,6.1,0,138,82440.0,454.3,0.0,,
G_2,Coder oMLX 4bit,omlx,MLX,4bit,ssd-paged,short,3,247.8,60.3,92.8,235,23,4.13,6.1,0,138,82440.0,454.3,0.0,,
G_2,Coder oMLX 4bit,omlx,MLX,4bit,ssd-paged,code,1,970.4,58.7,773.9,510,751,9.65,6.1,0,245,1174.9,455.3,0.0,,
G_2,Coder oMLX 4bit,omlx,MLX,4bit,ssd-paged,code,2,1008.7,60.0,744.6,510,751,9.49,6.1,0,245,1174.9,455.3,0.0,,
G_2,Coder oMLX 4bit,omlx,MLX,4bit,ssd-paged,code,3,1112.2,61.8,675.3,510,751,9.35,6.1,0,245,1174.9,456.0,0.0,,
G_CTX_2,Coder oMLX 4bit ctx,omlx,MLX,4bit,ssd-paged,context-32k,1,29004.5,51.4,1125.5,510,32645,38.91,6.2,0,245,99776.8,2364.2,0.0,,
G_CTX_2,Coder oMLX 4bit ctx,omlx,MLX,4bit,ssd-paged,context-32k,2,81143.1,46.7,402.3,510,32645,92.03,6.2,0,245,99776.8,3014.2,0.0,,
G_CTX_2,Coder oMLX 4bit ctx,omlx,MLX,4bit,ssd-paged,context-32k,3,60082.7,48.3,543.3,510,32645,70.63,6.2,0,245,99776.8,3014.2,0.0,,
