test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,short,1,6044.1,0.3,3.8,3,23,13.62,7.2,0,290,6795.1,15644.4,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,short,2,6012.1,0.2,3.8,3,23,14.07,7.2,0,290,6795.1,15644.4,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,short,3,6454.8,0.2,3.6,3,23,14.74,7.2,0,290,6795.1,15644.4,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,long,1,8047.9,0.2,17.0,3,137,17.53,7.2,0,320,8306.7,15642.7,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,long,2,8051.5,0.2,17.0,3,137,17.45,7.2,0,320,8306.7,15642.7,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,long,3,7770.3,0.2,17.6,3,137,16.85,7.2,0,320,8306.7,15642.7,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,code,1,6841.7,0.8,109.8,3,751,9.45,7.2,0,190,6745.4,15643.0,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,code,2,6923.3,0.8,108.5,3,751,9.55,7.2,0,190,6745.4,15643.0,0.0,0.6.3,,
DG_Q4_1,DiffusionGemma mlx-vlm 4bit,DiffusionGemma,mlx-vlm,MLX,4bit,default,code,3,6966.4,0.8,107.8,3,751,9.61,7.2,0,190,6745.4,15643.0,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,short,1,6258.2,0.3,3.7,3,23,14.08,7.3,0,290,6467.1,15643.4,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,short,2,6162.8,0.3,3.7,3,23,13.95,7.3,0,290,6467.1,15643.4,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,short,3,6164.5,0.3,3.7,3,23,13.96,7.3,0,290,6467.1,15643.4,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,long,1,7873.3,0.2,17.4,3,137,17.21,7.3,0,320,7866.7,15643.6,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,long,2,7935.7,0.2,17.3,3,137,17.26,7.3,0,320,7866.7,15643.6,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,long,3,7957.1,0.2,17.2,3,137,17.34,7.3,0,320,7866.7,15643.6,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,code,1,6945.2,0.8,108.1,3,751,9.51,7.3,0,190,7016.3,15643.9,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,code,2,7139.9,0.8,105.2,3,751,9.71,7.3,0,190,7016.3,15643.9,0.0,0.6.3,,
DG_Q4_2,DiffusionGemma mlx-vlm 4bit kv4,DiffusionGemma,mlx-vlm,MLX,4bit,kv4,code,3,7191.3,0.8,104.4,3,751,9.76,7.3,0,190,7016.3,15643.9,0.0,0.6.3,,
