test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,short,1,27.6,176.6,834.8,510,23,2.91,3.1,455,0,79.4,6552.0,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,short,2,26.2,180.5,878.3,510,23,2.85,3.1,455,0,79.4,6552.0,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,short,3,26.3,175.6,876.2,510,23,2.92,3.1,455,0,79.4,6552.1,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,long,1,26.7,183.4,5139.4,541,137,2.97,3.1,541,0,97.2,6563.7,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,long,2,26.1,188.1,5246.3,541,137,2.9,3.1,541,0,97.2,6563.8,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,long,3,29.8,192.6,4604.0,541,137,2.83,3.1,541,0,97.2,6563.8,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,code,1,27.1,221.7,27664.8,654,751,2.97,3.1,654,0,317.8,6574.5,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,code,2,26.3,234.4,28508.3,654,751,2.81,3.1,654,0,317.8,6574.5,0.0,b9590,,
LFM25_LC_Q4KM,LFM2.5-8B llama.cpp Q4_K_M,LFM2.5-8B,llama-server,GGUF,Q4_K_M,default,code,3,26.6,233.0,28251.7,654,751,2.83,3.1,654,0,317.8,6574.6,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,short,1,160.3,72.4,143.5,463,23,6.54,370.2,0,249,461.2,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,short,2,149.9,72.5,153.5,463,23,6.52,370.2,0,249,461.2,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,short,3,160.5,72.3,143.3,463,23,6.55,370.2,0,249,461.2,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,long,1,274.7,73.1,498.7,511,137,7.25,370.2,0,278,303.9,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,long,2,254.4,72.8,538.6,511,137,7.26,370.2,0,278,303.9,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,long,3,255.3,72.6,536.7,511,137,7.28,370.2,0,278,303.9,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,code,1,51.3,80.3,14640.0,569,751,7.13,370.2,0,234,1078.7,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,code,2,54.8,80.7,13701.2,569,751,7.1,370.2,0,234,1078.7,36.3,0.0,b9590,,
LFM2_LC_Q8,LFM2-24B llama.cpp Q8_0,LFM2-24B,llama-server,GGUF,Q8_0,default,code,3,51.0,80.6,14738.1,569,751,7.1,370.2,0,234,1078.7,36.3,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,short,1,158.2,72.3,145.3,463,23,6.55,9.2,0,249,217.5,30096.1,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,short,2,152.3,71.9,151.0,463,23,6.58,9.2,0,249,217.5,30096.2,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,short,3,161.0,72.8,142.8,463,23,6.51,9.2,0,249,217.5,30096.2,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,long,1,271.6,72.5,504.4,511,137,7.3,9.2,0,278,306.6,30246.6,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,long,2,278.5,72.5,491.9,511,137,7.32,9.2,0,278,306.6,30246.7,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,long,3,291.8,72.3,469.5,511,137,7.35,9.2,0,278,306.6,30246.8,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,code,1,52.8,80.3,14234.6,569,751,7.13,9.2,0,234,1206.2,30354.4,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,code,2,56.0,79.1,13420.7,569,751,7.24,9.2,0,234,1206.2,30354.5,0.0,b9590,,
NEM3_LC_Q4KM,Nemotron-Nano-30B llama.cpp Q4_K_M,Nemotron-Nano-30B,llama-server,GGUF,Q4_K_M,default,code,3,51.0,76.2,14727.0,569,751,7.51,9.2,0,234,1206.2,30354.6,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,short,1,26.5,68.7,868.0,298,23,4.35,598.7,0,189,234.5,27819.8,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,short,2,24.8,68.9,926.0,298,23,4.34,598.7,0,189,234.5,27819.8,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,short,3,25.0,68.8,920.0,298,23,4.34,598.7,0,189,234.5,27819.9,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,long,1,28.7,67.6,4765.4,512,137,7.59,598.7,0,291,241.5,27856.2,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,long,2,28.2,67.4,4863.2,512,137,7.62,598.7,0,291,241.5,27888.3,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,long,3,25.3,67.7,5425.6,512,137,7.57,598.7,0,291,241.5,27888.4,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,code,1,35.8,73.0,20972.8,570,751,7.83,598.7,0,232,1039.6,27897.3,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,code,2,25.7,73.0,29172.8,570,751,7.82,598.7,0,232,1039.6,27897.4,0.0,b9590,,
GLM_LC_Q4KM,GLM-4.7-Flash llama.cpp Q4_K_M,GLM-4.7-Flash,llama-server,GGUF,Q4_K_M,default,code,3,26.4,72.7,28423.6,570,751,7.86,598.7,0,232,1039.6,27897.4,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,short,1,33.1,57.9,694.4,380,23,6.58,284.0,0,258,82.4,25751.7,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,short,2,26.0,58.0,883.2,380,23,6.56,284.0,0,258,82.4,25751.8,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,short,3,23.5,58.2,980.4,380,23,6.53,284.0,0,258,82.4,25752.9,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,long,1,41.1,36.7,3331.0,559,137,15.26,284.0,0,346,209.0,25854.6,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,long,2,41.0,36.2,3341.8,559,137,15.44,284.0,0,346,209.0,25952.1,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,long,3,36.8,34.0,3719.3,559,137,16.43,284.0,0,346,209.0,25952.2,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,code,1,36.3,40.9,20699.5,632,751,15.46,284.0,0,271,1802.1,25967.9,0.0,b9590,,
GR41_LC_Q4KM,Granite-4.1-8B llama.cpp Q4_K_M,Granite-4.1-8B,llama-server,GGUF,Q4_K_M,default,code,2,35.4,41.4,21197.3,632,751,15.28,284.0,0,271,1802.1,25967.9,0.0,b9590,,
