test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
I_Q4_1,Qwen3.5 vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,short,1,179.9,105.8,166.8,435,30,4.28,9.2,0,251,372.1,19348.2,0.0,,
I_Q4_1,Qwen3.5 vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,short,2,181.4,106.3,165.4,435,30,4.26,9.2,0,251,372.1,19353.6,0.0,,
I_Q4_1,Qwen3.5 vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,short,3,182.9,105.9,164.0,435,30,4.28,9.2,0,251,372.1,19353.6,0.0,,
I_Q4_1,Qwen3.5 vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,code,1,649.5,104.8,1163.9,512,756,5.52,9.2,0,279,653.0,19354.2,0.0,,
I_Q4_1,Qwen3.5 vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,code,2,643.6,104.8,1174.6,512,756,5.52,9.2,0,279,653.0,19354.2,0.0,,
I_Q4_1,Qwen3.5 vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,code,3,651.5,104.9,1160.5,512,756,5.52,9.2,0,279,653.0,19354.2,0.0,,
I_Q4_2,Coder vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,short,1,159.5,72.1,175.5,276,28,3.98,12.2,0,151,3898.9,14973.9,0.0,,
I_Q4_2,Coder vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,short,2,155.0,72.1,180.6,276,28,3.97,12.2,0,151,3898.9,14974.5,0.0,,
I_Q4_2,Coder vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,short,3,158.6,72.2,176.6,276,28,3.97,12.2,0,151,3898.9,14974.5,0.0,,
I_Q4_2,Coder vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,code,1,829.4,71.2,870.5,512,722,8.01,12.2,0,247,827.2,14975.0,0.0,,
I_Q4_2,Coder vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,code,2,821.9,71.0,878.4,512,722,8.02,12.2,0,247,827.2,14975.0,0.0,,
I_Q4_2,Coder vllm-mlx 4bit,vllm-mlx,MLX,4bit,default,code,3,821.7,71.2,878.6,512,722,7.99,12.2,0,247,827.2,14975.1,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-32k,1,30077.2,81.5,1067.2,512,32097,36.35,8.2,0,315,29479.8,19387.2,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-32k,2,28628.3,81.6,1121.2,512,32097,34.89,8.2,0,315,29479.8,19387.2,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-32k,3,29895.8,80.1,1073.6,512,32097,36.27,8.2,0,315,29479.8,19387.2,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-64k,1,80054.5,63.4,813.3,512,65110,88.11,8.2,0,307,78965.8,19396.5,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-64k,2,82595.7,62.5,788.3,512,65110,90.77,8.2,0,307,78965.8,19396.7,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-64k,3,82423.6,63.0,789.9,512,65110,90.54,8.2,0,307,78965.8,19396.7,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-128k,1,238769.0,49.1,547.4,512,130694,249.17,8.2,0,319,248012.8,19431.9,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-128k,2,223342.2,50.6,585.2,512,130694,233.45,8.2,0,319,248012.8,19431.9,0.0,,
I_CTX_1,Qwen3.5 vllm-mlx 4bit ctx,vllm-mlx,MLX,4bit,default,context-128k,3,218615.9,51.1,597.8,512,130694,228.61,8.2,0,319,248012.8,19434.0,0.0,,
