test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
P_MXFP4_0,Qwen3.6-27B mxfp4 mlx-lm,mlx-lm,MXFP4,mxfp4,default,short,1,199.9,20.7,115.0,160,23,7.89,2.2,0,89,3535.5,14101.7,0.0,,
P_MXFP4_0,Qwen3.6-27B mxfp4 mlx-lm,mlx-lm,MXFP4,mxfp4,default,short,2,213.2,20.6,107.9,160,23,7.92,2.2,0,89,3535.5,14102.0,0.0,,
P_MXFP4_0,Qwen3.6-27B mxfp4 mlx-lm,mlx-lm,MXFP4,mxfp4,default,short,3,207.0,20.7,111.1,160,23,7.9,2.2,0,89,3535.5,14102.1,0.0,,
P_MXFP4_0,Qwen3.6-27B mxfp4 mlx-lm,mlx-lm,MXFP4,mxfp4,default,code,1,203.2,21.9,3695.9,509,751,23.39,2.2,0,202,3776.1,14146.5,0.0,,
P_MXFP4_0,Qwen3.6-27B mxfp4 mlx-lm,mlx-lm,MXFP4,mxfp4,default,code,2,245.8,21.6,3055.6,509,751,23.74,2.2,0,202,3776.1,14146.5,0.0,,
P_MXFP4_0,Qwen3.6-27B mxfp4 mlx-lm,mlx-lm,MXFP4,mxfp4,default,code,3,222.7,21.6,3372.9,509,751,23.69,2.2,0,202,3776.1,14146.5,0.0,,
P_NVFP4_0,Qwen3.6-27B nvfp4 mlx-lm,mlx-lm,NVFP4,nvfp4,default,short,1,207.3,19.7,110.9,162,23,8.4,2.2,0,91,3889.6,14874.2,0.0,,
P_NVFP4_0,Qwen3.6-27B nvfp4 mlx-lm,mlx-lm,NVFP4,nvfp4,default,short,2,207.1,19.8,111.0,162,23,8.33,2.2,0,91,3889.6,14874.7,0.0,,
P_NVFP4_0,Qwen3.6-27B nvfp4 mlx-lm,mlx-lm,NVFP4,nvfp4,default,short,3,213.0,19.9,108.0,162,23,8.29,2.2,0,91,3889.6,14874.7,0.0,,
P_NVFP4_0,Qwen3.6-27B nvfp4 mlx-lm,mlx-lm,NVFP4,nvfp4,default,code,1,217.6,20.7,3451.3,510,751,24.79,2.2,0,233,3795.6,14919.4,0.0,,
P_NVFP4_0,Qwen3.6-27B nvfp4 mlx-lm,mlx-lm,NVFP4,nvfp4,default,code,2,228.3,20.8,3289.8,510,751,24.69,2.2,0,233,3795.6,14919.4,0.0,,
P_NVFP4_0,Qwen3.6-27B nvfp4 mlx-lm,mlx-lm,NVFP4,nvfp4,default,code,3,246.0,20.8,3053.1,510,751,24.69,2.2,0,233,3795.6,14919.4,0.0,,
P_TQ4_1,Qwen3.6-27B TurboQuant 4bit,mlx-lm-turboquant,MLX,4bit,tq4bit,short,1,235.2,19.7,97.8,161,23,8.34,2.2,0,90,3752.0,14902.9,0.0,,
P_TQ4_1,Qwen3.6-27B TurboQuant 4bit,mlx-lm-turboquant,MLX,4bit,tq4bit,short,2,233.5,19.8,98.5,161,23,8.33,2.2,0,90,3752.0,14902.9,0.0,,
P_TQ4_1,Qwen3.6-27B TurboQuant 4bit,mlx-lm-turboquant,MLX,4bit,tq4bit,short,3,216.4,19.9,106.3,161,23,8.28,2.2,0,90,3752.0,14903.3,0.0,,
P_TQ4_1,Qwen3.6-27B TurboQuant 4bit,mlx-lm-turboquant,MLX,4bit,tq4bit,code,1,246.8,20.7,3042.4,509,751,24.85,2.2,0,201,3752.9,14946.1,0.0,,
P_TQ4_1,Qwen3.6-27B TurboQuant 4bit,mlx-lm-turboquant,MLX,4bit,tq4bit,code,2,216.8,20.7,3464.4,509,751,24.74,2.2,0,201,3752.9,14946.1,0.0,,
P_TQ4_1,Qwen3.6-27B TurboQuant 4bit,mlx-lm-turboquant,MLX,4bit,tq4bit,code,3,222.5,20.7,3375.0,509,751,24.76,2.2,0,201,3752.9,14946.1,0.0,,
P_TQ35_1,Qwen3.6-27B TurboQuant 3.5bit,mlx-lm-turboquant,MLX,4bit,tq3.5bit,short,1,207.7,19.8,110.7,161,23,8.3,2.2,0,90,2068.8,14899.9,0.0,,
P_TQ35_1,Qwen3.6-27B TurboQuant 3.5bit,mlx-lm-turboquant,MLX,4bit,tq3.5bit,short,2,212.9,19.8,108.0,161,23,8.29,2.2,0,90,2068.8,14900.1,0.0,,
P_TQ35_1,Qwen3.6-27B TurboQuant 3.5bit,mlx-lm-turboquant,MLX,4bit,tq3.5bit,short,3,213.6,19.8,107.7,161,23,8.3,2.2,0,90,2068.8,14900.2,0.0,,
P_TQ35_1,Qwen3.6-27B TurboQuant 3.5bit,mlx-lm-turboquant,MLX,4bit,tq3.5bit,code,1,220.6,21.0,3404.1,509,751,24.4,2.2,0,201,3758.3,14943.6,0.0,,
P_TQ35_1,Qwen3.6-27B TurboQuant 3.5bit,mlx-lm-turboquant,MLX,4bit,tq3.5bit,code,2,218.5,21.0,3436.8,509,751,24.37,2.2,0,201,3758.3,14943.6,0.0,,
P_TQ35_1,Qwen3.6-27B TurboQuant 3.5bit,mlx-lm-turboquant,MLX,4bit,tq3.5bit,code,3,212.7,21.1,3530.3,509,751,24.34,2.2,0,201,3758.3,14943.6,0.0,,
