test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,short,1,221.6,19.4,103.8,432,23,22.47,3.2,0,241,3932.2,14761.9,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,short,2,221.4,19.7,103.9,432,23,22.12,3.2,0,241,3932.2,14761.9,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,short,3,212.4,19.2,108.3,432,23,22.7,3.2,0,241,3932.2,14761.9,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,long,1,231.1,17.6,592.7,506,137,28.86,3.2,0,306,955.4,14778.2,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,long,2,231.5,16.8,591.8,506,137,30.31,3.2,0,306,955.4,14778.2,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,long,3,217.3,17.4,630.5,506,137,29.31,3.2,0,306,955.4,14778.2,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,code,1,218.7,16.2,3434.6,568,751,35.23,3.2,0,232,4795.5,14786.3,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,code,2,239.2,17.1,3140.1,568,751,33.43,3.2,0,232,4795.5,14786.3,0.0,0.31.3,,
QW27_Q4_1,Qwen3.5-27B mlx-lm 4bit,Qwen3.5-27B,mlx-lm,MLX,4bit,default,code,3,231.1,17.9,3249.1,568,751,31.86,3.2,0,232,4795.5,14786.3,0.0,0.31.3,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,short,1,395.9,13.9,178.3,267,32,19.65,8.6,0,129,769.0,18298.0,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,short,2,366.4,14.3,179.5,267,32,19.1,8.6,0,129,769.0,18298.2,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,short,3,371.8,14.6,182.2,267,32,18.67,8.6,0,129,769.0,18298.2,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,long,1,385.6,13.8,697.3,512,117,37.4,8.6,0,297,1068.8,18639.0,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,long,2,366.7,13.4,659.6,512,117,38.48,8.6,0,297,1068.8,18642.5,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,long,3,365.8,13.5,649.8,512,117,38.21,8.6,0,297,1068.8,18642.5,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,code,1,366.1,13.7,4248.7,512,758,37.7,8.6,0,288,5093.4,18825.0,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,code,2,368.3,14.0,4263.8,512,758,37.02,8.6,0,288,5093.4,18825.3,0.0,0.30.7,,
QW27_OLL_1,Qwen3.5-27B Ollama Q4_K_M,Qwen3.5-27B,ollama,GGUF,Q4_K_M,default,code,3,365.4,14.2,4337.7,512,758,36.47,8.6,0,288,5093.4,18825.3,0.0,0.30.7,,
