test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,short,1,474.8,61.1,48.4,259,23,4.7,15.5,0,151,12438.8,1585.3,0.0,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,short,2,112.4,61.8,204.6,259,23,4.29,15.5,0,151,12438.8,1585.5,0.0,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,short,3,108.5,58.7,211.9,259,23,4.5,15.5,0,151,12438.8,1585.7,0.0,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,code,1,124.1,66.0,6049.8,510,751,7.83,15.5,0,247,871.8,1601.6,0.0,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,code,2,138.1,62.1,5437.7,510,751,8.34,15.5,0,247,871.8,1601.6,0.0,,
B_Q4_1,Coder 4bit mlx-lm,mlx-lm,MLX,4bit,default,code,3,119.0,65.4,6310.3,510,751,7.91,15.5,0,247,871.8,1601.6,0.0,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,short,1,138.8,60.2,165.7,259,23,4.43,14.4,0,151,7413.7,3382.4,0.0,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,short,2,111.2,63.4,206.9,259,23,4.18,14.4,0,151,7413.7,3382.4,0.0,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,short,3,113.6,64.4,202.5,259,23,4.12,14.4,0,151,7413.7,3382.4,0.0,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,code,1,109.7,63.3,6843.6,510,751,8.15,14.4,0,247,911.6,3390.1,0.0,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,code,2,126.4,64.9,5939.4,510,751,7.97,14.4,0,247,911.6,3390.1,0.0,,
B_Q4_2,Coder 4bit mlx-lm cache32k,mlx-lm,MLX,4bit,cache32k,code,3,118.9,67.8,6317.4,510,751,7.62,14.4,0,247,911.6,3390.1,0.0,,
B_Q4_4,Coder Q4_K_M llama-server,llama-server,GGUF,Q4_K_M,default,short,1,228.9,38.6,100.5,242,23,6.47,45.6,0,133,169.1,12012.5,0.0,,
B_Q4_4,Coder Q4_K_M llama-server,llama-server,GGUF,Q4_K_M,default,short,2,146.0,39.2,157.5,242,23,6.3,45.6,0,133,169.1,12012.5,0.0,,
B_Q4_4,Coder Q4_K_M llama-server,llama-server,GGUF,Q4_K_M,default,short,3,145.6,38.2,158.0,242,23,6.45,45.6,0,133,169.1,12012.5,0.0,,
B_Q4_4,Coder Q4_K_M llama-server,llama-server,GGUF,Q4_K_M,default,code,1,1126.2,38.8,666.8,506,751,14.15,45.6,0,246,1362.3,12048.8,0.0,,
B_Q4_4,Coder Q4_K_M llama-server,llama-server,GGUF,Q4_K_M,default,code,2,1231.0,39.7,610.1,506,751,13.95,45.6,0,246,1362.3,12048.8,0.0,,
B_Q4_4,Coder Q4_K_M llama-server,llama-server,GGUF,Q4_K_M,default,code,3,1290.7,38.7,581.9,506,751,14.33,45.6,0,246,1362.3,12048.8,0.0,,
B_Q4_5,Coder Q4 kv-q8 llama-server,llama-server,GGUF,Q4_K_M,kv-q8,short,1,162.5,37.7,141.6,242,23,6.55,26.7,0,133,162.8,16928.4,0.0,,
B_Q4_5,Coder Q4 kv-q8 llama-server,llama-server,GGUF,Q4_K_M,kv-q8,short,2,150.8,38.3,152.5,242,23,6.45,26.7,0,133,162.8,16928.4,0.0,,
B_Q4_5,Coder Q4 kv-q8 llama-server,llama-server,GGUF,Q4_K_M,kv-q8,short,3,152.4,39.8,150.9,242,23,6.21,26.7,0,133,162.8,16928.4,0.0,,
B_Q4_5,Coder Q4 kv-q8 llama-server,llama-server,GGUF,Q4_K_M,kv-q8,code,1,1626.7,38.5,461.7,506,751,14.76,26.7,0,249,1365.1,16965.2,0.0,,
B_Q4_5,Coder Q4 kv-q8 llama-server,llama-server,GGUF,Q4_K_M,kv-q8,code,2,822.5,37.9,913.0,506,751,14.16,26.7,0,249,1365.1,16965.4,0.0,,
B_Q4_5,Coder Q4 kv-q8 llama-server,llama-server,GGUF,Q4_K_M,kv-q8,code,3,1249.2,37.8,601.2,506,751,14.6,26.7,0,249,1365.1,16965.4,0.0,,
B_CTX_1,Coder 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-32k,1,386.5,51.7,84466.0,510,32645,10.23,15.3,0,269,43866.0,3869.6,0.0,,
B_CTX_1,Coder 4bit mlx-lm ctx,mlx-lm,MLX,4bit,default,context-32k,2,202.0,51.5,161608.8,510,32645,10.08,15.3,0,269,43866.0,3869.7,0.0,,
