test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
O_Q8_1,Qwen3.6-35B mlx-lm 8bit,Qwen3.6-35B,mlx-lm,MLX,8bit,default,short,1,157.0,56.5,146.5,175,23,3.24,3.4,0,108,11666.2,8392.7,0.0,0.31.3,,
O_Q8_1,Qwen3.6-35B mlx-lm 8bit,Qwen3.6-35B,mlx-lm,MLX,8bit,default,short,2,153.6,56.2,149.7,175,23,3.25,3.4,0,108,11666.2,8392.7,0.0,0.31.3,,
O_Q8_1,Qwen3.6-35B mlx-lm 8bit,Qwen3.6-35B,mlx-lm,MLX,8bit,default,short,3,151.1,56.1,152.2,175,23,3.25,3.4,0,108,11666.2,8398.2,0.0,0.31.3,,
O_Q8_1,Qwen3.6-35B mlx-lm 8bit,Qwen3.6-35B,mlx-lm,MLX,8bit,default,code,1,175.0,59.0,4292.1,507,751,8.75,3.4,0,252,784.2,8426.8,0.0,0.31.3,,
O_Q8_1,Qwen3.6-35B mlx-lm 8bit,Qwen3.6-35B,mlx-lm,MLX,8bit,default,code,2,152.0,59.0,4940.7,507,751,8.73,3.4,0,252,784.2,8426.8,0.0,0.31.3,,
O_Q8_1,Qwen3.6-35B mlx-lm 8bit,Qwen3.6-35B,mlx-lm,MLX,8bit,default,code,3,157.9,58.6,4755.8,507,751,8.79,3.4,0,252,784.2,8426.8,0.0,0.31.3,,
P_Q4_0,Qwen3.6-27B mlx-lm 4bit,Qwen3.6-27B,mlx-lm,MLX,4bit,default,short,1,212.1,19.9,108.5,161,23,8.24,3.2,0,90,3082.3,14883.2,0.0,0.31.3,,
P_Q4_0,Qwen3.6-27B mlx-lm 4bit,Qwen3.6-27B,mlx-lm,MLX,4bit,default,short,2,227.0,19.9,101.3,161,23,8.26,3.2,0,90,3082.3,14885.2,0.0,0.31.3,,
P_Q4_0,Qwen3.6-27B mlx-lm 4bit,Qwen3.6-27B,mlx-lm,MLX,4bit,default,short,3,239.3,18.8,96.1,161,23,8.75,3.2,0,90,3082.3,14885.5,0.0,0.31.3,,
P_Q4_0,Qwen3.6-27B mlx-lm 4bit,Qwen3.6-27B,mlx-lm,MLX,4bit,default,code,1,216.9,20.7,3463.2,509,751,24.73,3.2,0,201,4698.2,14927.6,0.0,0.31.3,,
P_Q4_0,Qwen3.6-27B mlx-lm 4bit,Qwen3.6-27B,mlx-lm,MLX,4bit,default,code,2,216.2,20.8,3474.1,509,751,24.68,3.2,0,201,4698.2,14927.6,0.0,0.31.3,,
P_Q4_0,Qwen3.6-27B mlx-lm 4bit,Qwen3.6-27B,mlx-lm,MLX,4bit,default,code,3,213.3,20.7,3520.4,509,751,24.7,3.2,0,201,4698.2,14927.6,0.0,0.31.3,,
P_Q8_0,Qwen3.6-27B mlx-lm 8bit,Qwen3.6-27B,mlx-lm,MLX,8bit,default,short,1,289.5,11.5,79.4,161,23,14.25,2.2,0,90,10147.2,5620.6,0.0,0.31.3,,
P_Q8_0,Qwen3.6-27B mlx-lm 8bit,Qwen3.6-27B,mlx-lm,MLX,8bit,default,short,2,285.2,11.5,80.6,161,23,14.23,2.2,0,90,10147.2,5620.7,0.0,0.31.3,,
P_Q8_0,Qwen3.6-27B mlx-lm 8bit,Qwen3.6-27B,mlx-lm,MLX,8bit,default,short,3,287.3,11.5,80.1,161,23,14.2,2.2,0,90,10147.2,5620.8,0.0,0.31.3,,
P_Q8_0,Qwen3.6-27B mlx-lm 8bit,Qwen3.6-27B,mlx-lm,MLX,8bit,default,code,1,282.3,12.1,2660.0,510,751,42.21,2.2,0,206,3927.0,5664.5,0.0,0.31.3,,
P_Q8_0,Qwen3.6-27B mlx-lm 8bit,Qwen3.6-27B,mlx-lm,MLX,8bit,default,code,2,286.2,12.1,2624.4,510,751,42.19,2.2,0,206,3927.0,5664.5,0.0,0.31.3,,
P_Q8_0,Qwen3.6-27B mlx-lm 8bit,Qwen3.6-27B,mlx-lm,MLX,8bit,default,code,3,297.6,12.2,2523.5,510,751,42.15,2.2,0,206,3927.0,5664.5,0.0,0.31.3,,
P_MXFP4_0,Qwen3.6-27B mlx-lm mxfp4,Qwen3.6-27B,mlx-lm,MXFP4,mxfp4,default,short,1,209.6,20.9,109.7,160,23,7.82,3.2,0,89,2905.8,14089.3,0.0,0.31.3,,
P_MXFP4_0,Qwen3.6-27B mlx-lm mxfp4,Qwen3.6-27B,mlx-lm,MXFP4,mxfp4,default,short,2,214.6,21.0,107.2,160,23,7.8,3.2,0,89,2905.8,14089.3,0.0,0.31.3,,
P_MXFP4_0,Qwen3.6-27B mlx-lm mxfp4,Qwen3.6-27B,mlx-lm,MXFP4,mxfp4,default,short,3,211.4,21.0,108.8,160,23,7.78,3.2,0,89,2905.8,14089.4,0.0,0.31.3,,
P_MXFP4_0,Qwen3.6-27B mlx-lm mxfp4,Qwen3.6-27B,mlx-lm,MXFP4,mxfp4,default,code,1,207.8,22.0,3614.2,509,751,23.3,3.2,0,202,3788.1,14133.7,0.0,0.31.3,,
P_MXFP4_0,Qwen3.6-27B mlx-lm mxfp4,Qwen3.6-27B,mlx-lm,MXFP4,mxfp4,default,code,2,208.2,22.0,3607.8,509,751,23.3,3.2,0,202,3788.1,14133.7,0.0,0.31.3,,
