test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
H_CR_1,Coder llama.cpp Q4 kv-q8 cache-reuse,llama-server,GGUF,Q4_K_M,kv-q8+reuse,short,1,167.3,37.9,137.5,242,23,6.53,52.5,0,133,211.9,2068.0,0.0,,
H_CR_1,Coder llama.cpp Q4 kv-q8 cache-reuse,llama-server,GGUF,Q4_K_M,kv-q8+reuse,short,2,187.5,37.9,122.7,242,23,6.55,52.5,0,133,211.9,2068.0,0.0,,
H_CR_1,Coder llama.cpp Q4 kv-q8 cache-reuse,llama-server,GGUF,Q4_K_M,kv-q8+reuse,short,3,155.6,39.2,147.8,242,23,6.31,52.5,0,133,211.9,2068.0,0.0,,
H_CR_1,Coder llama.cpp Q4 kv-q8 cache-reuse,llama-server,GGUF,Q4_K_M,kv-q8+reuse,code,1,1314.6,36.5,571.3,506,751,15.14,52.5,0,249,1330.3,2102.6,0.0,,
H_CR_1,Coder llama.cpp Q4 kv-q8 cache-reuse,llama-server,GGUF,Q4_K_M,kv-q8+reuse,code,2,2312.0,37.7,324.8,506,751,15.72,52.5,0,249,1330.3,2102.6,0.0,,
H_CR_1,Coder llama.cpp Q4 kv-q8 cache-reuse,llama-server,GGUF,Q4_K_M,kv-q8+reuse,code,3,1161.7,37.8,646.4,506,751,14.53,52.5,0,249,1330.3,2102.6,0.0,,
H_CTX_1,Coder llama.cpp Q4 cache-reuse ctx,llama-server,GGUF,Q4_K_M,kv-q8+reuse,context-32k,1,2136.8,29.4,15277.4,512,32645,19.54,38.5,0,244,71039.5,8991.2,0.0,,
H_CTX_1,Coder llama.cpp Q4 cache-reuse ctx,llama-server,GGUF,Q4_K_M,kv-q8+reuse,context-32k,2,2764.8,28.9,11807.4,512,32645,20.43,38.5,0,244,71039.5,8998.9,0.0,,
H_CTX_1,Coder llama.cpp Q4 cache-reuse ctx,llama-server,GGUF,Q4_K_M,kv-q8+reuse,context-32k,3,2095.2,29.3,15580.6,512,32645,19.55,38.5,0,244,71039.5,8998.9,0.0,,
H_CTX_1,Coder llama.cpp Q4 cache-reuse ctx,llama-server,GGUF,Q4_K_M,kv-q8+reuse,context-64k,1,3082.4,22.7,21299.4,512,65654,25.57,38.5,0,257,118359.0,9122.8,0.0,,
H_CTX_1,Coder llama.cpp Q4 cache-reuse ctx,llama-server,GGUF,Q4_K_M,kv-q8+reuse,context-64k,2,3712.5,22.8,17684.7,512,65654,26.08,38.5,0,257,118359.0,9122.8,0.0,,
H_CTX_1,Coder llama.cpp Q4 cache-reuse ctx,llama-server,GGUF,Q4_K_M,kv-q8+reuse,context-64k,3,3128.9,23.1,20982.8,512,65654,25.22,38.5,0,257,118359.0,9124.3,0.0,,
