test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
N_Q4_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,short,1,42.0,72.3,548.0,264,23,3.68,5.2,0,272,332.7,4165.8,0.0,0.4.4,,
N_Q4_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,short,2,43.1,72.5,534.0,264,23,3.67,5.2,0,272,332.7,4165.8,0.0,0.4.4,,
N_Q4_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,short,3,39.6,72.3,580.5,264,23,3.68,5.2,0,272,332.7,4166.0,0.0,0.4.4,,
N_Q4_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,code,1,468.1,49.7,1604.3,187,751,4.21,5.2,0,203,468.8,4166.2,0.0,0.4.4,,
N_Q4_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,code,2,474.8,49.6,1581.8,187,751,4.22,5.2,0,203,468.8,4166.2,0.0,0.4.4,,
N_Q4_1,Gemma4-E2B mlx-vlm 4bit,Gemma4-E2B,mlx-vlm,MLX,4bit,default,code,3,471.8,49.6,1591.9,187,751,4.22,5.2,0,203,468.8,4166.3,0.0,0.4.4,,
N_Q4_2,Gemma4-E2B mlx-vlm 4bit kv4,Gemma4-E2B,mlx-vlm,MLX,4bit,kv4,short,1,40.7,72.4,565.6,264,23,3.67,4.2,0,272,115.7,4171.3,0.0,0.4.4,,
N_Q4_2,Gemma4-E2B mlx-vlm 4bit kv4,Gemma4-E2B,mlx-vlm,MLX,4bit,kv4,short,2,41.7,72.4,551.4,264,23,3.67,4.2,0,272,115.7,4171.3,0.0,0.4.4,,
N_Q4_2,Gemma4-E2B mlx-vlm 4bit kv4,Gemma4-E2B,mlx-vlm,MLX,4bit,kv4,short,3,41.7,72.1,551.1,264,23,3.69,4.2,0,272,115.7,4171.3,0.0,0.4.4,,
N_Q4_2,Gemma4-E2B mlx-vlm 4bit kv4,Gemma4-E2B,mlx-vlm,MLX,4bit,kv4,code,1,470.5,49.6,1596.1,187,751,4.22,4.2,0,203,472.1,4171.7,0.0,0.4.4,,
N_Q4_2,Gemma4-E2B mlx-vlm 4bit kv4,Gemma4-E2B,mlx-vlm,MLX,4bit,kv4,code,2,468.9,47.2,1601.7,187,751,4.41,4.2,0,203,472.1,4171.7,0.0,0.4.4,,
N_Q4_2,Gemma4-E2B mlx-vlm 4bit kv4,Gemma4-E2B,mlx-vlm,MLX,4bit,kv4,code,3,468.2,49.7,1604.2,187,751,4.21,4.2,0,203,472.1,4171.7,0.0,0.4.4,,
N_Q4_3,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,short,1,173.2,99.4,2791.3,512,36,5.52,3.2,445,0,218.5,8556.0,0.0,0.23.1,,
N_Q4_3,Gemma4-E2B Ollama Q4_K_M,Gemma4-E2B,ollama,GGUF,Q4_K_M,default,short,2,183.5,99.5,2051.4,512,36,5.51,3.2,445,0,218.5,8568.7,0.0,0.23.1,,
