test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,short,1,16.5,59.9,1392.6,297,23,4.96,15.2,0,131,385.3,36713.9,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,short,2,19.8,62.5,1163.4,297,23,4.76,15.2,0,131,385.3,36721.5,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,short,3,19.0,62.9,1208.0,297,23,4.72,15.2,0,131,385.3,36721.5,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,long,1,22.4,62.5,6110.4,513,137,8.22,15.2,0,312,554.9,36738.2,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,long,2,23.8,62.4,5757.8,513,137,8.22,15.2,0,312,554.9,36752.2,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,long,3,18.5,63.1,7401.4,513,137,8.13,15.2,0,312,554.9,36752.2,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,code,1,21.7,61.7,34639.4,411,751,6.67,15.2,0,137,2082.5,36767.1,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,code,2,22.8,61.1,32980.2,411,751,6.74,15.2,0,137,2082.5,36767.1,0.0,b9590,,
MS4_IQ2_1,MistralSmall4 llama.cpp IQ2_M,MistralSmall4,llama-server,GGUF,IQ2_M,default,code,3,22.4,62.1,33500.1,411,751,6.63,15.2,0,137,2082.5,36767.2,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,short,1,23.2,59.8,990.7,375,23,6.28,43.2,0,191,396.2,3885.0,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,short,2,20.5,58.6,1123.8,375,23,6.41,43.2,0,191,396.2,3885.4,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,short,3,23.7,58.3,972.0,375,23,6.44,43.2,0,191,396.2,3885.4,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,long,1,24.4,59.4,5621.3,512,137,8.62,43.2,0,288,574.8,3883.1,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,long,2,22.2,59.5,6157.8,512,137,8.61,43.2,0,288,574.8,3898.8,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,long,3,24.0,59.6,5706.6,512,137,8.59,43.2,0,288,574.8,3898.8,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,code,1,25.0,59.9,30080.2,532,751,8.89,43.2,0,221,2170.6,3897.6,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,code,2,22.2,60.3,33800.1,532,751,8.82,43.2,0,221,2170.6,3897.6,0.0,b9590,,
MS4_IQ3_1,MistralSmall4 llama.cpp IQ3_M,MistralSmall4,llama-server,GGUF,IQ3_M,default,code,3,23.6,60.1,31876.0,532,751,8.86,43.2,0,221,2170.6,3897.6,0.0,b9590,,
