test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,short,1,429.4,13.3,104.8,170,32,13.33,0.5,0,89,423.4,28768.7,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,short,2,419.1,13.1,103.3,170,32,13.48,0.5,0,89,423.4,28784.0,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,short,3,443.0,13.2,99.0,170,32,13.43,0.5,0,89,423.4,28784.0,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,code,1,1724.3,12.9,471.0,512,758,41.54,0.5,0,202,4987.3,28748.1,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,code,2,1773.6,11.8,456.1,512,758,45.24,0.5,0,202,4987.3,28750.3,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,code,3,1925.5,11.4,417.4,512,758,47.2,0.5,0,202,4987.3,28750.7,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,short,1,219.4,18.2,178.5,173,32,9.7,4.7,0,93,458.7,17238.7,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,short,2,146.9,18.7,329.2,173,32,9.37,4.7,0,93,458.7,17239.6,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,short,3,131.3,19.0,336.7,173,32,9.24,4.7,0,93,458.7,17240.7,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,code,1,202.4,19.6,4608.8,512,753,26.33,4.7,0,246,4203.0,17243.8,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,code,2,130.5,19.9,8203.0,512,753,25.89,4.7,0,246,4203.0,17244.9,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,code,3,129.7,19.7,8161.2,512,753,26.07,4.7,0,246,4203.0,17244.9,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-32k,1,7881.3,10.5,4160.8,512,32099,57.05,10.5,0,224,236215.0,29063.9,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-32k,2,7542.7,10.6,4354.0,512,32099,56.1,10.5,0,224,236215.0,29095.0,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-32k,3,7460.4,10.7,4397.3,512,32099,55.56,10.5,0,224,236215.0,29095.0,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-64k,1,13291.9,8.9,4986.1,512,65112,70.96,10.5,0,225,344282.5,29743.2,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-64k,2,12853.4,9.0,5155.1,512,65112,70.05,10.5,0,225,344282.5,29743.2,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-64k,3,12676.3,9.1,5223.9,512,65112,68.85,10.5,0,225,344282.5,29743.2,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-128k,1,550033.5,6.2,4978.3,512,130696,632.81,10.5,0,230,0.0,30389.8,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-128k,2,25211.3,6.3,5264.2,512,130696,106.77,10.5,0,221,0.0,30389.8,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-128k,3,25236.2,6.8,5241.5,512,130696,100.69,10.5,0,221,0.0,30389.8,0.0,,
