test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,short,1,34.5,135.6,666.8,503,23,3.74,3.9,0,242,47.8,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,short,2,35.0,135.0,657.9,503,23,3.75,3.9,0,242,47.8,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,short,3,34.7,134.9,661.9,503,23,3.76,3.9,0,242,47.8,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,code,1,180.3,135.1,4165.5,512,751,3.96,3.9,0,224,165.3,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,code,2,180.0,135.1,4171.9,512,751,3.96,3.9,0,224,165.3,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,code,3,180.2,134.9,4168.4,512,751,3.97,3.9,0,224,165.3,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,short,1,141.5,82.6,162.6,512,23,6.33,2.7,0,242,179.6,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,short,2,130.7,81.6,176.0,512,23,6.39,2.7,0,242,179.6,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,short,3,134.9,81.6,170.5,512,23,6.39,2.7,0,242,179.6,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,code,1,533.2,81.7,1408.4,512,751,6.79,2.7,0,207,882.7,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,code,2,532.6,81.6,1410.2,512,751,6.79,2.7,0,207,882.7,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,code,3,533.3,82.1,1408.2,512,751,6.76,2.7,0,207,882.7,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,short,1,3323.8,33.1,6.9,512,23,18.77,5.0,0,268,3271.9,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,short,2,3429.2,33.0,6.7,512,23,18.91,5.0,0,111,3271.9,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,short,3,3376.4,33.1,6.8,512,23,18.82,5.0,0,126,3271.9,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,code,1,3437.4,32.5,218.5,512,751,19.18,5.0,0,35,3503.5,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,code,2,3469.3,32.4,216.5,512,751,19.25,5.0,0,509,3503.5,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,code,3,3489.1,32.4,215.2,512,751,19.24,5.0,0,240,3503.5,0,0,0.13.1,,
