test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
T_VM_O1,Qwen3.6-35B-A3B vllm-mlx 4bit,Qwen3.6-35B-A3B,vllm-mlx,MLX,4bit,default,short,1,190.3,100.3,168.1,190,32,2.07,314.4,0,109,3275.9,582.5,0.0,,,
T_VM_O1,Qwen3.6-35B-A3B vllm-mlx 4bit,Qwen3.6-35B-A3B,vllm-mlx,MLX,4bit,default,short,2,180.6,100.6,177.2,190,32,2.06,314.4,0,109,3275.9,582.6,0.0,,,
T_VM_O1,Qwen3.6-35B-A3B vllm-mlx 4bit,Qwen3.6-35B-A3B,vllm-mlx,MLX,4bit,default,short,3,183.8,99.4,174.1,190,32,2.09,314.4,0,109,3275.9,582.6,0.0,,,
T_VM_O1,Qwen3.6-35B-A3B vllm-mlx 4bit,Qwen3.6-35B-A3B,vllm-mlx,MLX,4bit,default,code,1,658.2,99.1,1151.7,512,758,5.82,314.4,0,243,738.5,583.5,0.0,,,
T_VM_O1,Qwen3.6-35B-A3B vllm-mlx 4bit,Qwen3.6-35B-A3B,vllm-mlx,MLX,4bit,default,code,2,654.3,99.3,1158.5,512,758,5.8,314.4,0,243,738.5,583.7,0.0,,,
T_VM_O1,Qwen3.6-35B-A3B vllm-mlx 4bit,Qwen3.6-35B-A3B,vllm-mlx,MLX,4bit,default,code,3,651.8,101.2,1163.0,512,758,5.7,314.4,0,243,738.5,583.8,0.0,,,
T_VM_P1,Qwen3.6-27B vllm-mlx 4bit,Qwen3.6-27B,vllm-mlx,MLX,4bit,default,short,1,384.1,23.4,83.3,171,32,7.64,13.2,0,90,2966.1,993.2,0.0,,,
T_VM_P1,Qwen3.6-27B vllm-mlx 4bit,Qwen3.6-27B,vllm-mlx,MLX,4bit,default,short,2,380.4,23.4,84.1,171,32,7.65,13.2,0,90,2966.1,993.4,0.0,,,
T_VM_P1,Qwen3.6-27B vllm-mlx 4bit,Qwen3.6-27B,vllm-mlx,MLX,4bit,default,short,3,382.8,23.5,83.6,171,32,7.63,13.2,0,90,2966.1,993.5,0.0,,,
T_VM_P1,Qwen3.6-27B vllm-mlx 4bit,Qwen3.6-27B,vllm-mlx,MLX,4bit,default,code,1,4504.1,22.8,168.3,512,758,26.87,13.2,0,207,4056.6,998.5,0.0,,,
T_VM_P1,Qwen3.6-27B vllm-mlx 4bit,Qwen3.6-27B,vllm-mlx,MLX,4bit,default,code,2,3913.7,23.0,193.7,512,758,26.14,13.2,0,207,4056.6,998.9,0.0,,,
T_VM_P1,Qwen3.6-27B vllm-mlx 4bit,Qwen3.6-27B,vllm-mlx,MLX,4bit,default,code,3,3874.3,22.9,195.6,512,758,26.19,13.2,0,207,4056.6,999.2,0.0,,,
