test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,short,1,35.5,135.6,648.6,503,23,3.74,4.7,0,242,104.9,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,short,2,34.8,135.3,661.5,503,23,3.74,4.7,0,242,104.9,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,short,3,35.1,135.4,655.9,503,23,3.74,4.7,0,242,104.9,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,long,1,56.8,135.9,2410.4,512,137,3.82,4.7,0,327,199.9,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,long,2,56.9,135.8,2408.3,512,137,3.82,4.7,0,327,199.9,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,long,3,57.0,136.0,2405.5,512,137,3.82,4.7,0,327,199.9,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,code,1,181.2,134.7,4144.5,512,751,3.97,4.7,0,224,424.6,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,code,2,180.4,134.9,4164.1,512,751,3.97,4.7,0,224,424.6,0,0,0.13.1,,
V_E2B_1,Gemma4-E2B litert-lm default,Gemma4-E2B,litert-lm,LiteRT,default,default,code,3,180.7,134.9,4155.8,512,751,3.97,4.7,0,224,424.6,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,short,1,142.1,81.9,161.9,512,23,6.38,2.8,0,242,180.2,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,short,2,131.5,82.2,174.9,512,23,6.35,2.8,0,242,180.2,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,short,3,131.2,82.3,175.3,512,23,6.34,2.8,0,242,180.2,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,long,1,132.5,82.1,1034.0,512,137,6.36,2.8,0,307,285.9,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,long,2,132.2,82.0,1036.2,512,137,6.36,2.8,0,307,285.9,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,long,3,133.3,81.9,1028.1,512,137,6.38,2.8,0,307,285.9,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,code,1,534.2,81.5,1406.0,512,751,6.8,2.8,0,207,720.2,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,code,2,532.9,81.0,1409.1,512,751,6.84,2.8,0,207,720.2,0,0,0.13.1,,
V_E4B_1,Gemma4-E4B litert-lm default,Gemma4-E4B,litert-lm,LiteRT,default,default,code,3,534.4,80.3,1405.4,512,751,6.9,2.8,0,207,720.2,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,short,1,3370.6,30.9,6.8,512,23,19.88,5.3,0,159,3283.9,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,short,2,3402.5,33.0,6.8,512,23,18.88,5.3,0,506,3283.9,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,short,3,3411.0,32.9,6.7,512,23,18.94,5.3,0,424,3283.9,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,long,1,3347.5,33.1,40.9,512,137,18.79,5.3,0,476,3476.7,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,long,2,3601.4,32.9,38.0,512,137,19.14,5.3,0,472,3476.7,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,long,3,3344.1,33.0,41.0,512,137,18.85,5.3,0,512,3476.7,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,code,1,3423.3,32.4,219.4,512,751,19.2,5.3,0,477,3442.7,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,code,2,3414.9,32.5,219.9,512,751,19.16,5.3,0,352,3442.7,0,0,0.13.1,,
V_12B_1,Gemma4-12B litert-lm default,Gemma4-12B,litert-lm,LiteRT,default,default,code,3,3433.5,32.4,218.7,512,751,19.18,5.3,0,512,3442.7,0,0,0.13.1,,
