test_id,test_name,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,tool_call_valid,quality_pass
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,short,1,421.4,13.2,101.9,170,32,13.39,12.5,0,89,541.4,30470.1,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,short,2,422.1,13.2,104.3,170,32,13.7,12.5,0,89,541.4,30470.1,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,short,3,443.7,13.1,103.9,170,32,13.69,12.5,0,89,541.4,30470.1,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,code,1,1754.1,13.0,464.8,512,758,41.28,12.5,0,202,4986.2,28733.6,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,code,2,1665.3,11.9,488.6,512,758,44.89,12.5,0,202,4986.2,28739.9,0.0,,
P_Q4_4,Qwen3.6-27B Ollama Q4_K_M,ollama,GGUF,Q4_K_M,default,code,3,1867.2,12.2,439.6,512,758,44.16,12.5,0,202,4986.2,28739.9,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,short,1,208.2,19.7,191.8,173,32,8.99,4.9,0,93,456.2,16372.6,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,short,2,133.3,19.9,348.4,173,32,8.81,4.9,0,93,456.2,16373.3,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,short,3,140.9,20.0,352.1,173,32,8.79,4.9,0,93,456.2,16373.8,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,code,1,220.4,20.1,4709.0,512,753,25.7,4.9,0,246,4146.9,16377.2,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,code,2,131.5,20.0,8322.1,512,753,25.74,4.9,0,246,4146.9,16377.7,0.0,,
P_Q4_5,Qwen3.6-27B Ollama NVFP4,ollama,NVFP4,nvfp4,default,code,3,144.7,20.2,8262.1,512,753,25.55,4.9,0,246,4146.9,16377.9,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-32k,1,7540.2,10.8,4360.2,512,32099,55.27,11.3,0,224,223946.5,29168.7,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-32k,2,7368.1,10.8,4459.4,512,32099,54.85,11.3,0,224,223946.5,29168.7,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-32k,3,7341.4,10.8,4477.8,512,32099,54.75,11.3,0,224,223946.5,29168.7,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-64k,1,12654.5,9.2,5239.3,512,65112,68.65,11.3,0,225,324353.7,29480.6,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-64k,2,12482.7,9.2,5306.9,512,65112,68.64,11.3,0,225,324353.7,29480.6,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-64k,3,12944.2,9.2,5295.3,512,65112,69.04,11.3,0,225,324353.7,29480.6,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-128k,1,372678.6,7.0,6606.2,512,130696,446.0,11.3,0,223,0.0,30243.8,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-128k,2,19993.9,7.0,6643.6,512,130696,93.26,11.3,0,221,0.0,30243.8,0.0,,
P_OLL_CTX,Qwen3.6-27B Ollama Q4_K_M ctx,ollama,GGUF,Q4_K_M,default,context-128k,3,19863.4,7.0,6685.9,512,130696,93.04,11.3,0,221,0.0,30243.8,0.0,,
