test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
A_Q4_7,Qwen3.5 Ollama int4,Qwen3.5,ollama,INT4,int4,default,short,1,77.0,94.5,792.9,407,30,4.38,12.3,168,211,248.8,2725.6,0.0,0.23.1,,
A_Q4_7,Qwen3.5 Ollama int4,Qwen3.5,ollama,INT4,int4,default,short,2,53.2,99.4,1327.5,407,30,4.15,12.3,168,211,248.8,2725.8,0.0,0.23.1,,
A_Q4_7,Qwen3.5 Ollama int4,Qwen3.5,ollama,INT4,int4,default,short,3,52.0,99.2,1376.4,407,30,4.15,12.3,168,211,248.8,2725.9,0.0,0.23.1,,
A_Q4_7,Qwen3.5 Ollama int4,Qwen3.5,ollama,INT4,int4,default,code,1,69.3,97.4,19766.8,512,751,5.32,12.3,577,0,772.7,2728.5,0.0,0.23.1,,
A_Q4_7,Qwen3.5 Ollama int4,Qwen3.5,ollama,INT4,int4,default,code,2,52.6,97.6,36393.7,512,751,5.3,12.3,577,0,772.7,2728.6,0.0,0.23.1,,
A_Q4_7,Qwen3.5 Ollama int4,Qwen3.5,ollama,INT4,int4,default,code,3,52.9,97.2,35197.4,512,751,5.32,12.3,577,0,772.7,2728.7,0.0,0.23.1,,
B_Q4_1,Coder mlx-lm 4bit,Coder,mlx-lm,MLX,4bit,default,short,1,106.8,61.2,215.3,235,23,3.93,3.5,0,138,22144.5,1270.2,0.0,0.31.3,,
B_Q4_1,Coder mlx-lm 4bit,Coder,mlx-lm,MLX,4bit,default,short,2,97.4,60.7,236.1,235,23,3.95,3.5,0,138,22144.5,1272.0,0.0,0.31.3,,
B_Q4_1,Coder mlx-lm 4bit,Coder,mlx-lm,MLX,4bit,default,short,3,102.8,61.1,223.8,235,23,3.93,3.5,0,138,22144.5,1272.2,0.0,0.31.3,,
B_Q4_1,Coder mlx-lm 4bit,Coder,mlx-lm,MLX,4bit,default,code,1,117.2,62.1,6407.6,510,751,8.31,3.5,0,245,977.5,1297.3,0.0,0.31.3,,
B_Q4_1,Coder mlx-lm 4bit,Coder,mlx-lm,MLX,4bit,default,code,2,106.7,62.4,7036.6,510,751,8.27,3.5,0,245,977.5,1297.3,0.0,0.31.3,,
B_Q4_1,Coder mlx-lm 4bit,Coder,mlx-lm,MLX,4bit,default,code,3,106.1,63.7,7081.4,510,751,8.09,3.5,0,245,977.5,1297.3,0.0,0.31.3,,
B_Q4_2,Coder mlx-lm 4bit cache32k,Coder,mlx-lm,MLX,4bit,cache32k,short,1,108.6,61.1,211.8,235,23,3.94,3.4,0,138,15948.6,5156.4,0.0,0.31.3,,
B_Q4_2,Coder mlx-lm 4bit cache32k,Coder,mlx-lm,MLX,4bit,cache32k,short,2,178.3,60.0,129.0,235,23,4.08,3.4,0,138,15948.6,5161.5,0.0,0.31.3,,
B_Q4_2,Coder mlx-lm 4bit cache32k,Coder,mlx-lm,MLX,4bit,cache32k,short,3,106.6,61.0,215.8,235,23,3.94,3.4,0,138,15948.6,5163.8,0.0,0.31.3,,
B_Q4_2,Coder mlx-lm 4bit cache32k,Coder,mlx-lm,MLX,4bit,cache32k,code,1,105.1,63.2,7147.1,510,751,8.16,3.4,0,245,913.2,5187.7,0.0,0.31.3,,
B_Q4_2,Coder mlx-lm 4bit cache32k,Coder,mlx-lm,MLX,4bit,cache32k,code,2,902.3,59.3,832.3,510,751,9.49,3.4,0,245,913.2,5188.1,0.0,0.31.3,,
B_Q4_2,Coder mlx-lm 4bit cache32k,Coder,mlx-lm,MLX,4bit,cache32k,code,3,107.1,61.8,7011.1,510,751,8.35,3.4,0,245,913.2,5188.2,0.0,0.31.3,,
B_Q4_4,Coder llama.cpp Q4_K_M,Coder,llama-server,GGUF,Q4_K_M,default,short,1,156.5,51.6,146.9,242,23,4.82,28.3,0,133,296.1,50544.9,0.0,b9020,,
B_Q4_4,Coder llama.cpp Q4_K_M,Coder,llama-server,GGUF,Q4_K_M,default,short,2,156.3,49.7,147.2,242,23,5.0,28.3,0,133,296.1,50544.9,0.0,b9020,,
B_Q4_4,Coder llama.cpp Q4_K_M,Coder,llama-server,GGUF,Q4_K_M,default,short,3,149.2,51.3,154.2,242,23,4.84,28.3,0,133,296.1,50544.9,0.0,b9020,,
B_Q4_4,Coder llama.cpp Q4_K_M,Coder,llama-server,GGUF,Q4_K_M,default,code,1,80.7,35.6,9310.8,507,751,14.31,28.3,0,245,1148.7,47252.8,0.0,b9020,,
B_Q4_4,Coder llama.cpp Q4_K_M,Coder,llama-server,GGUF,Q4_K_M,default,code,2,86.2,37.5,8709.8,507,751,13.58,28.3,0,245,1148.7,47252.8,0.0,b9020,,
B_Q4_4,Coder llama.cpp Q4_K_M,Coder,llama-server,GGUF,Q4_K_M,default,code,3,453.2,20.6,1657.1,507,751,25.02,28.3,0,245,1148.7,47252.8,0.0,b9020,,
B_Q4_5,Coder llama.cpp Q4_K_M kv-q8,Coder,llama-server,GGUF,Q4_K_M,kv-q8,short,1,160.2,49.1,143.6,242,23,5.06,5.2,0,133,167.1,50029.5,0.0,b9020,,
B_Q4_5,Coder llama.cpp Q4_K_M kv-q8,Coder,llama-server,GGUF,Q4_K_M,kv-q8,short,2,151.7,49.1,151.6,242,23,5.06,5.2,0,133,167.1,50029.5,0.0,b9020,,
