test_id,test_name,model,backend,fmt,quant,kv_cache,prompt_type,run_num,ttft_ms,decode_tps,prefill_tps,completion_tokens,prompt_tokens,total_time_s,model_load_s,thinking_tokens,visible_tokens,cold_ttft_ms,peak_mem_mb,peak_cpu_pct,backend_version,tool_call_valid,quality_pass
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,short,1,179.9,33.7,127.9,266,23,8.05,33.4,0,138,321.8,18462.1,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,short,2,138.3,33.8,166.4,266,23,7.99,33.4,0,138,321.8,18462.1,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,short,3,91.9,33.1,250.2,266,23,8.1,33.4,0,138,321.8,18462.1,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,long,1,210.0,33.2,652.4,512,137,15.61,33.4,0,284,904.3,18482.2,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,long,2,85.6,33.1,1599.6,512,137,15.52,33.4,0,284,904.3,18482.2,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,long,3,112.0,33.1,1222.7,512,137,15.56,33.4,0,284,904.3,18482.2,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,code,1,131.5,35.4,5709.4,549,751,15.61,33.4,0,234,2664.4,18181.4,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,code,2,87.5,36.3,8584.8,549,751,15.2,33.4,0,234,2664.4,18181.6,0.0,b9590,,
QW122_UDQ2_1,Qwen3.5-122B llama.cpp UD-Q2_K_XL,Qwen3.5-122B,llama-server,GGUF,UD-Q2_K_XL,default,code,3,111.8,35.8,6716.7,549,751,15.41,33.4,0,234,2664.4,18181.6,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,short,1,134.9,34.5,170.5,256,23,7.53,23.2,0,134,321.6,45180.7,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,short,2,78.0,33.7,294.8,256,23,7.64,23.2,0,134,321.6,45180.8,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,short,3,79.8,35.0,288.2,256,23,7.37,23.2,0,134,321.6,45180.9,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,long,1,109.3,34.7,1253.6,515,137,14.92,23.2,0,309,735.2,45649.1,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,long,2,102.4,34.8,1338.4,515,137,14.89,23.2,0,309,735.2,45649.2,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,long,3,82.1,34.0,1668.5,515,137,15.2,23.2,0,309,735.2,45649.2,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,code,1,83.6,37.5,8982.1,554,751,14.84,23.2,0,230,2606.2,45329.8,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,code,2,80.6,35.9,9316.6,554,751,15.5,23.2,0,230,2606.2,45329.8,0.0,b9590,,
QW122_UDQ2_2,Qwen3.5-122B llama.cpp UD-IQ2_M,Qwen3.5-122B,llama-server,GGUF,UD-IQ2_M,default,code,3,87.5,38.0,8580.6,554,751,14.66,23.2,0,230,2606.2,45329.8,0.0,b9590,,
